X,CH1,Start,Increment,
Sequence,Volt,-6.160000e-04,2.000000e-06
0,1.00e-01,
1,2.40e-01,
2,2.40e-01,
3,1.20e-01,
4,2.20e-01,
5,1.20e-01,
6,1.20e-01,
7,2.00e-01,
8,2.20e-01,
9,1.00e-01,
10,1.20e-01,
11,2.20e-01,
12,2.00e-01,
13,1.00e-01,
14,1.00e-01,
15,1.80e-01,
16,1.80e-01,
17,1.00e-01,
18,1.80e-01,
19,1.00e-01,
20,1.80e-01,
21,1.00e-01,
22,1.80e-01,
23,1.00e-01,
24,1.80e-01,
25,1.00e-01,
26,1.20e-01,
27,2.20e-01,
28,1.20e-01,
29,2.20e-01,
30,1.20e-01,
31,2.00e-01,
32,1.20e-01,
33,2.20e-01,
34,1.20e-01,
35,2.40e-01,
36,2.60e-01,
37,1.40e-01,
38,2.40e-01,
39,1.40e-01,
40,2.20e-01,
41,1.20e-01,
42,2.20e-01,
43,1.20e-01,
44,1.20e-01,
45,2.20e-01,
46,1.20e-01,
47,2.20e-01,
48,1.20e-01,
49,2.20e-01,
50,1.80e-01,
51,1.20e-01,
52,1.20e-01,
53,2.00e-01,
54,1.20e-01,
55,2.20e-01,
56,1.20e-01,
57,2.20e-01,
58,1.20e-01,
59,2.20e-01,
60,2.20e-01,
61,1.00e-01,
62,1.20e-01,
63,1.80e-01,
64,1.20e-01,
65,2.20e-01,
66,2.00e-01,
67,1.20e-01,
68,1.20e-01,
69,2.20e-01,
70,2.00e-01,
71,1.00e-01,
72,1.00e-01,
73,2.20e-01,
74,1.20e-01,
75,2.20e-01,
76,2.20e-01,
77,1.20e-01,
78,2.20e-01,
79,1.20e-01,
80,1.20e-01,
81,2.20e-01,
82,1.20e-01,
83,2.20e-01,
84,1.20e-01,
85,2.40e-01,
86,2.40e-01,
87,1.40e-01,
88,2.40e-01,
89,1.40e-01,
90,2.20e-01,
91,1.20e-01,
92,1.40e-01,
93,2.20e-01,
94,1.40e-01,
95,2.20e-01,
96,1.20e-01,
97,2.20e-01,
98,1.20e-01,
99,2.40e-01,
100,2.40e-01,
101,1.40e-01,
102,2.40e-01,
103,1.20e-01,
104,2.40e-01,
105,1.20e-01,
106,2.40e-01,
107,1.20e-01,
108,1.20e-01,
109,2.20e-01,
110,2.20e-01,
111,1.20e-01,
112,1.20e-01,
113,2.20e-01,
114,2.20e-01,
115,1.20e-01,
116,1.20e-01,
117,2.00e-01,
118,1.80e-01,
119,1.00e-01,
120,1.80e-01,
121,1.00e-01,
122,1.80e-01,
123,1.00e-01,
124,1.80e-01,
125,1.00e-01,
126,1.80e-01,
127,1.00e-01,
128,1.20e-01,
129,2.20e-01,
130,1.20e-01,
131,2.20e-01,
132,1.00e-01,
133,2.40e-01,
134,2.40e-01,
135,1.40e-01,
136,1.40e-01,
137,2.20e-01,
138,2.20e-01,
139,1.20e-01,
140,1.20e-01,
141,2.20e-01,
142,1.20e-01,
143,2.00e-01,
144,1.20e-01,
145,2.20e-01,
146,2.20e-01,
147,1.20e-01,
148,2.20e-01,
149,1.20e-01,
150,2.20e-01,
151,1.20e-01,
152,2.20e-01,
153,1.20e-01,
154,1.20e-01,
155,2.20e-01,
156,1.20e-01,
157,2.20e-01,
158,1.20e-01,
159,2.00e-01,
160,1.20e-01,
161,2.20e-01,
162,1.20e-01,
163,2.20e-01,
164,1.20e-01,
165,2.20e-01,
166,1.20e-01,
167,2.40e-01,
168,1.40e-01,
169,2.20e-01,
170,1.40e-01,
171,2.20e-01,
172,2.20e-01,
173,1.40e-01,
174,2.20e-01,
175,1.20e-01,
176,2.20e-01,
177,1.20e-01,
178,2.20e-01,
179,1.20e-01,
180,2.00e-01,
181,1.20e-01,
182,1.20e-01,
183,2.40e-01,
184,2.60e-01,
185,1.40e-01,
186,2.40e-01,
187,1.40e-01,
188,2.20e-01,
189,1.20e-01,
190,1.20e-01,
191,2.40e-01,
192,2.20e-01,
193,1.20e-01,
194,2.20e-01,
195,1.20e-01,
196,1.20e-01,
197,2.00e-01,
198,1.20e-01,
199,2.00e-01,
200,1.20e-01,
201,2.20e-01,
202,1.20e-01,
203,2.20e-01,
204,1.20e-01,
205,2.20e-01,
206,1.20e-01,
207,2.20e-01,
208,2.20e-01,
209,1.20e-01,
210,1.20e-01,
211,2.20e-01,
212,2.20e-01,
213,1.20e-01,
214,1.20e-01,
215,2.20e-01,
216,1.20e-01,
217,2.20e-01,
218,1.20e-01,
219,2.00e-01,
220,1.20e-01,
221,2.20e-01,
222,1.20e-01,
223,2.20e-01,
224,2.20e-01,
225,1.20e-01,
226,1.40e-01,
227,2.20e-01,
228,2.20e-01,
229,1.20e-01,
230,1.20e-01,
231,2.40e-01,
232,2.40e-01,
233,1.40e-01,
234,2.40e-01,
235,1.40e-01,
236,1.40e-01,
237,2.40e-01,
238,1.40e-01,
239,2.40e-01,
240,2.40e-01,
241,1.40e-01,
242,1.40e-01,
243,2.40e-01,
244,2.20e-01,
245,1.20e-01,
246,2.20e-01,
247,1.20e-01,
248,1.20e-01,
249,2.20e-01,
250,2.20e-01,
251,1.20e-01,
252,2.20e-01,
253,1.20e-01,
254,1.20e-01,
255,2.40e-01,
256,2.40e-01,
257,1.40e-01,
258,2.20e-01,
259,1.20e-01,
260,2.40e-01,
261,1.20e-01,
262,2.20e-01,
263,1.20e-01,
264,2.20e-01,
265,1.20e-01,
266,1.20e-01,
267,2.20e-01,
268,1.20e-01,
269,2.00e-01,
270,1.20e-01,
271,2.20e-01,
272,2.20e-01,
273,1.40e-01,
274,2.20e-01,
275,1.20e-01,
276,2.20e-01,
277,1.20e-01,
278,1.20e-01,
279,2.20e-01,
280,1.20e-01,
281,2.60e-01,
282,2.40e-01,
283,1.40e-01,
284,2.40e-01,
285,1.40e-01,
286,1.40e-01,
287,2.60e-01,
288,1.60e-01,
289,2.40e-01,
290,1.40e-01,
291,2.40e-01,
292,1.40e-01,
293,2.20e-01,
294,2.20e-01,
295,1.20e-01,
296,1.20e-01,
297,2.20e-01,
298,1.20e-01,
299,2.20e-01,
300,1.20e-01,
301,2.20e-01,
302,1.40e-01,
303,2.60e-01,
304,2.40e-01,
305,1.40e-01,
306,1.40e-01,
307,2.40e-01,
308,2.20e-01,
309,1.20e-01,
310,1.80e-01,
311,6.00e-02,
312,1.20e-01,
313,2.00e-02,
314,0.00e+00,
315,1.00e-01,
316,-2.00e-02,
317,1.00e-01,
318,2.00e-02,
319,2.40e-01,
320,1.80e-01,
321,6.00e-01,
322,5.40e-01,
323,1.00e+00,
324,9.80e-01,
325,1.40e+00,
326,1.38e+00,
327,1.76e+00,
328,1.68e+00,
329,2.00e+00,
330,1.94e+00,
331,2.12e+00,
332,2.08e+00,
333,2.26e+00,
334,2.22e+00,
335,2.34e+00,
336,2.30e+00,
337,2.40e+00,
338,2.32e+00,
339,2.40e+00,
340,2.40e+00,
341,2.30e+00,
342,2.32e+00,
343,2.40e+00,
344,2.36e+00,
345,2.28e+00,
346,2.34e+00,
347,2.26e+00,
348,2.30e+00,
349,2.22e+00,
350,2.26e+00,
351,2.16e+00,
352,2.22e+00,
353,2.12e+00,
354,2.18e+00,
355,2.06e+00,
356,2.10e+00,
357,2.02e+00,
358,2.08e+00,
359,2.00e+00,
360,2.04e+00,
361,1.96e+00,
362,2.00e+00,
363,1.94e+00,
364,2.00e+00,
365,1.88e+00,
366,1.92e+00,
367,1.82e+00,
368,1.88e+00,
369,1.78e+00,
370,1.86e+00,
371,1.76e+00,
372,1.82e+00,
373,1.76e+00,
374,1.80e+00,
375,1.72e+00,
376,1.72e+00,
377,1.78e+00,
378,1.76e+00,
379,1.64e+00,
380,1.66e+00,
381,1.72e+00,
382,1.70e+00,
383,1.62e+00,
384,1.68e+00,
385,1.54e+00,
386,1.60e+00,
387,1.50e+00,
388,1.56e+00,
389,1.46e+00,
390,1.44e+00,
391,1.54e+00,
392,1.52e+00,
